#,RAJ_decimal,DECJ_decimal,Gl,P0,BSURF
2947,11.949,15.361,275.664,0.00328,1564760108461.0
2948,12.064,-26.708,250.477,0.004174,546808443237.0
2949,4.05,-61.726,212.398,0.005995,469267049143.0
2950,5.746,-26.728,185.123,0.00582,1482909061929.0
2951,1.06,-28.737,194.988,0.002577,1438922710856.0
2952,7.889,17.524,201.96,0.005754,158712301484.0
2953,6.004,64.769,89.586,0.004615,655446716626.0
2954,8.961,45.504,237.645,0.00277,1515888594042.0
2955,0.428,-62.328,101.204,0.002287,862436448204.0
2956,13.595,22.583,85.273,0.002483,827847343214.0
2957,6.629,-28.116,136.889,0.003361,1363028399931.0
2958,10.753,-67.674,206.488,0.003241,1025025674494.0
2959,2.602,86.541,141.276,0.004705,1389358021936.0
2960,1.402,-25.62,207.666,0.004178,121180942706.0
2961,13.796,-5.762,133.45,0.005056,1367238793751.0
2962,5.906,82.802,134.665,0.005356,389179507843.0
2963,2.533,-50.175,172.08,0.004856,1515952563044.0
2964,1.572,16.022,122.988,0.002358,1112962554009.0
2965,12.634,53.335,153.691,0.003401,674998327011.0
2966,13.005,74.178,290.386,0.00498,1168148938183.0
2967,6.83,7.967,103.079,0.005058,115596997474.0
2968,4.226,71.869,262.802,0.005322,184364719177.0
2969,1.734,-59.052,152.949,0.005435,389036393097.0
2970,4.128,-11.684,113.397,0.002626,101950045057.0
2971,10.096,-14.529,299.053,0.002817,1454505930898.0
2972,11.838,5.104,214.802,0.004637,1260636891327.0
2973,0.612,37.904,71.503,0.003478,1361693556137.0
2974,9.701,89.734,97.707,0.005054,1359999952871.0
2975,1.515,-22.499,218.896,0.002829,68930540471.0
2976,13.306,79.505,153.504,0.00216,1321413230017.0
2977,4.908,-71.333,104.309,0.003516,968621026691.0
2978,8.891,89.018,130.725,0.003999,407986616450.0
2979,0.32,-48.808,261.854,0.005136,1234807101112.0
2980,3.384,-41.733,189.929,0.0029,552677191748.0
2981,2.872,21.519,287.571,0.00231,301021227853.0
2982,13.803,-68.53,277.456,0.004697,417761550175.0
2983,12.631,14.158,150.533,0.004912,548411857308.0
2984,5.267,-38.686,149.515,0.003686,412198937025.0
2985,7.975,-49.499,194.711,0.005173,401854093403.0
2986,0.832,-33.476,260.186,0.004139,788321985093.0
2987,13.757,-12.056,169.22,0.003138,1242538933968.0
2988,3.813,86.647,262.809,0.002466,1454776254686.0
2989,1.14,78.584,90.891,0.004116,225580847963.0
2990,8.13,42.181,289.388,0.004483,1112879051376.0
2991,12.775,66.923,110.995,0.003617,790236356742.0
2992,5.806,28.89,277.552,0.003367,1562912356279.0
2993,12.197,17.084,222.655,0.002544,465273656753.0
2994,8.269,-27.74,135.063,0.002451,992918900678.0
2995,5.693,-67.543,277.639,0.004415,498607205764.0
2996,6.031,-42.268,105.471,0.005185,1293417151773.0
2997,5.711,-18.61,176.95,0.004742,569949648822.0
2998,7.901,78.681,298.141,0.004596,94043080764.0
2999,5.453,-65.102,154.896,0.004193,164043809461.0
3000,2.841,88.645,120.844,0.003359,1368521949076.0
3001,0.537,-56.428,246.632,0.002707,992039697176.0
3002,8.609,24.487,163.3,0.002357,427479386036.0
3003,8.97,87.425,157.208,0.002601,252546869651.0
3004,3.056,86.519,229.069,0.004888,1174048167360.0
3005,1.853,-59.06,78.976,0.005985,1513403648501.0
3006,6.438,-34.915,220.638,0.003789,16886530223.0
3007,13.573,-20.338,166.634,0.00205,870872692344.0
3008,2.521,37.708,71.61,0.004462,118770918197.0
3009,4.499,-42.452,224.748,0.003168,1476451564439.0
3010,7.968,-6.898,83.342,0.002505,1272661374407.0
3011,9.529,-17.738,169.441,0.003869,1493895822042.0
3012,11.862,-31.065,97.688,0.00399,475964715923.0
3013,3.436,-9.667,125.433,0.005995,1466201472078.0
3014,12.405,-68.294,231.53,0.005583,254778240514.0
3015,3.079,75.142,272.13,0.005263,1035723097534.0
3016,11.914,2.022,260.354,0.005087,1350788500157.0
3017,4.337,18.411,186.139,0.003717,622601046709.0
3018,6.01,48.618,208.292,0.005136,482939213952.0
3019,10.035,-39.562,80.251,0.002683,1189259749401.0
3020,5.8,77.413,230.291,0.003439,1381609309291.0
3021,2.916,15.879,199.765,0.005409,1083893840909.0
3022,1.609,-46.885,79.124,0.004015,1512705111548.0
3023,12.6,62.896,299.884,0.005709,760829061082.0
3024,5.372,57.126,99.518,0.005777,998650481402.0
3025,14.094,36.926,112.274,0.004994,1136089837047.0
3026,13.015,3.352,175.222,0.002359,582298346768.0
3027,6.655,9.63,76.494,0.005505,1093130200680.0
3028,5.121,-59.353,96.445,0.002931,15343462576.0
3029,13.773,36.58,217.162,0.002378,1138582628146.0
3030,9.017,2.689,243.411,0.003166,1491911252780.0
3031,8.937,83.363,255.195,0.003719,1410698773116.0
3032,1.092,-37.514,207.321,0.003334,942342467310.0
3033,8.015,86.1,115.656,0.004483,1515832649620.0
3034,1.669,-18.753,88.121,0.005643,56456720742.0
3035,4.072,41.041,141.933,0.004821,954071635536.0
3036,13.77,-53.047,158.49,0.004784,829957596710.0
3037,9.359,-27.628,299.425,0.005955,298695454561.0
3038,0.063,12.716,194.217,0.004712,1512330230441.0
3039,7.131,26.786,278.614,0.005008,1544639741383.0
3040,3.983,2.221,224.684,0.005233,593343659960.0
3041,0.382,61.685,97.776,0.004604,94934473114.0
3042,12.78,64.826,173.268,0.005808,325356045022.0
3043,2.056,4.591,143.19,0.00257,1519400234644.0
3044,11.486,63.414,74.243,0.002216,789286950175.0
3045,11.458,-20.259,289.82,0.004842,99411586891.0
3046,6.915,41.882,111.247,0.004595,1063546891747.0
3047,10.539,-63.492,232.872,0.003875,815951236262.0
3048,2.931,41.911,238.74,0.002691,787341937904.0
3049,4.827,78.316,168.209,0.004953,1352607251807.0
3050,1.511,26.716,184.651,0.002805,441049152031.0
3051,3.152,7.763,91.184,0.003137,1517108388598.0
3052,3.769,-45.367,254.803,0.00494,485876138416.0
3053,9.7,88.243,94.467,0.005962,231737771718.0
3054,6.885,-57.456,89.151,0.004252,484034737631.0
3055,14.138,3.423,232.348,0.004589,1501156641962.0
3056,4.977,41.044,223.237,0.003391,476148248586.0
3057,3.598,-7.678,247.607,0.00569,1326797934122.0
3058,4.898,-54.167,173.059,0.005557,62391329070.0
3059,0.086,86.005,116.593,0.004441,1332758585030.0
3060,2.931,46.785,215.322,0.004765,427295284269.0
3061,10.534,-28.235,184.197,0.00562,14169705602.0
3062,12.524,57.079,240.269,0.005353,463858647508.0
3063,14.496,-4.109,127.87,0.004589,1173384759304.0
3064,7.605,-69.072,242.422,0.004552,1160004473566.0
3065,0.533,-6.306,78.75,0.003852,1384888281519.0
3066,8.176,-21.304,238.853,0.003893,1564204293104.0
3067,6.817,-3.769,219.553,0.00448,30445799490.0
3068,2.207,-21.154,233.14,0.005347,593227984437.0
3069,2.45,60.978,290.471,0.003633,154345695568.0
3070,10.086,88.491,287.237,0.004389,394521442468.0
3071,14.373,78.492,212.006,0.002767,1080036001050.0
3072,6.105,42.988,169.947,0.003365,566646643748.0
3073,5.523,6.154,163.209,0.0028,277623681729.0
3074,7.669,-71.709,304.683,0.002199,1064581150914.0
3075,10.008,-45.966,67.472,0.005448,660095782253.0
3076,6.9,46.08,69.894,0.002503,751888679095.0
3077,7.156,62.355,184.778,0.005153,631494586012.0
3078,4.142,64.904,88.517,0.004914,809358645167.0
3079,13.891,22.475,231.28,0.003316,657059511490.0
3080,4.009,38.596,94.062,0.005139,342869608480.0
3081,4.093,86.69,96.09,0.005375,1199820652857.0
3082,3.063,68.363,275.763,0.00485,1077300743052.0
3083,5.409,-62.532,295.77,0.003182,830959238522.0
3084,14.21,15.7,162.913,0.005687,232685035048.0
3085,7.402,11.1,214.854,0.00544,1218886046691.0
3086,10.916,77.701,228.82,0.004374,1197486155814.0
3087,7.013,86.872,112.807,0.002171,1325067389000.0
3088,3.36,-48.369,146.354,0.004592,514247583341.0
3089,10.947,53.7,235.603,0.003972,324894039885.0
3090,7.727,-7.121,112.41,0.003773,396327531003.0
3091,13.361,34.234,103.24,0.004797,1220961248605.0
3092,5.815,15.669,256.223,0.00226,1419945300361.0
3093,13.249,10.682,162.523,0.004202,885445470117.0
3094,8.933,-25.688,301.352,0.005282,1159140592754.0
3095,9.353,20.587,113.615,0.004095,507065830398.0
3096,3.331,-34.661,196.574,0.004347,1355746233959.0
3097,7.278,37.553,301.816,0.003401,497005791495.0
3098,4.47,20.761,131.15,0.00533,1091989384683.0
3099,2.944,34.716,115.001,0.002617,60608897746.0
3100,0.53,-71.168,170.898,0.002242,21150784288.0
3101,3.62,16.395,214.111,0.00452,881265705381.0
3102,10.873,33.628,144.557,0.003606,825509388556.0
3103,4.301,-7.329,89.77,0.00234,1293036773473.0
3104,7.281,41.013,108.368,0.002054,381814397288.0
3105,2.305,-19.785,271.704,0.002394,1157001659427.0
3106,13.891,-58.978,138.241,0.003214,268897589833.0
3107,13.498,-48.055,218.23,0.002648,661098871453.0
3108,7.682,-42.508,95.237,0.003558,57093087667.0
3109,12.704,-3.679,139.469,0.004393,571464780796.0
3110,6.976,42.038,70.519,0.002864,1241848414760.0
3111,6.515,-45.866,68.645,0.003148,1037060893315.0
3112,2.532,-1.978,245.682,0.002554,685185697559.0
3113,0.058,76.91,184.424,0.003592,1512390059624.0
3114,2.263,-16.371,242.51,0.005436,393767496060.0
3115,6.86,-50.691,197.774,0.005797,654346156786.0
3116,7.226,-39.079,178.958,0.004062,932376758208.0
3117,5.11,45.431,215.279,0.00583,894799078149.0
3118,10.711,-44.623,116.712,0.005835,1503148503166.0
3119,3.01,-55.928,302.694,0.005809,373935494386.0
3120,9.686,-54.612,156.896,0.00443,1071420218196.0
3121,12.662,71.449,94.065,0.003784,120725488054.0
3122,11.117,-4.722,111.413,0.005263,1139530537205.0
3123,12.686,29.457,118.142,0.002818,1546906885342.0
3124,9.286,84.646,226.591,0.004671,46051339599.0
3125,8.165,-13.105,214.589,0.004089,62644266806.0
3126,10.707,-18.974,134.27,0.002333,1325529418610.0
3127,8.307,-31.556,131.175,0.005841,475904274941.0
3128,8.475,-1.356,196.164,0.005516,437703292580.0
3129,8.781,33.223,125.468,0.005704,47559390633.0
3130,13.695,82.173,77.264,0.003713,52809746483.0
3131,11.432,-42.938,130.268,0.002286,405453393975.0
3132,0.386,55.55,256.717,0.004967,470370313238.0
3133,5.204,-69.688,181.249,0.004407,1556738402304.0
3134,4.828,69.996,199.628,0.002403,559647818360.0
3135,11.376,26.809,237.641,0.00414,278926867048.0
3136,3.092,2.642,183.592,0.003559,1274244993484.0
3137,7.854,54.972,147.785,0.004122,383840622732.0
3138,12.847,-62.927,116.804,0.002652,1303806165652.0
3139,2.228,-53.759,153.488,0.005936,661009651157.0
3140,3.77,-12.391,94.215,0.00245,558502478800.0
3141,11.222,12.759,165.85,0.005004,707337235950.0
3142,8.189,51.237,226.899,0.00255,352941603770.0
3143,8.024,11.186,92.555,0.003216,590127572908.0
3144,13.51,-41.728,205.586,0.002814,653756992935.0
3145,4.507,7.265,69.216,0.002117,57136185735.0
3146,11.245,-36.843,189.686,0.002135,1297592374304.0
3147,9.396,-60.327,225.02,0.002404,1413352881394.0
3148,0.329,28.905,128.433,0.003128,1049520783433.0
3149,8.462,-68.872,278.025,0.005935,707532659153.0
3150,8.784,-17.049,242.823,0.003039,1899860871.0
3151,3.172,52.432,253.52,0.002207,172508935342.0
3152,1.284,33.566,166.596,0.002475,278726769197.0
3153,10.865,16.348,275.741,0.004622,530835689093.0
3154,12.691,41.108,126.447,0.005775,605518398850.0
3155,4.78,-40.795,96.124,0.005715,65584415151.0
3156,10.413,-15.898,273.791,0.005481,981266230278.0
3157,9.476,30.522,155.388,0.003568,222981100133.0
3158,4.695,-4.928,159.497,0.003318,1129591882219.0
3159,8.751,-47.597,230.214,0.005576,803980273877.0
3160,7.826,-56.831,183.11,0.004544,1437391523433.0
3161,1.607,14.281,268.848,0.004322,444678546109.0
3162,10.239,2.308,267.46,0.004215,1393105358904.0
3163,5.716,35.378,253.337,0.004936,727861172400.0
3164,1.108,-14.46,178.213,0.003255,667533797014.0
3165,2.438,89.403,172.135,0.004183,494319165368.0
3166,1.269,-35.96,249.295,0.005191,1139613243997.0
3167,4.358,50.987,199.137,0.002831,882476380627.0
3168,4.749,-59.858,108.082,0.002559,907471450581.0
3169,5.797,-42.602,237.993,0.004978,339654535203.0
3170,9.217,82.166,176.572,0.00304,221309516965.0
3171,12.939,6.072,253.199,0.004912,1524661725643.0
3172,6.811,-67.862,214.81,0.00438,460376685581.0
3173,9.171,26.757,166.128,0.004512,1476091386826.0
3174,2.086,36.631,142.139,0.005793,1538315864158.0
3175,3.654,4.002,231.099,0.003719,164828407664.0
3176,4.992,-22.435,103.121,0.003381,468181604499.0
3177,11.098,-28.687,197.249,0.003843,426010860497.0
3178,7.083,-20.253,292.878,0.003849,1055252238134.0
3179,13.693,-33.75,226.14,0.002263,1174836214823.0
3180,5.168,44.76,293.643,0.004644,934482144571.0
3181,0.948,-52.557,78.604,0.002763,290860766683.0
3182,6.586,73.631,258.426,0.005676,1400700091155.0
3183,7.732,77.409,78.384,0.003003,635162884623.0
3184,10.228,6.7,278.253,0.005734,678182073241.0
3185,2.446,14.011,221.167,0.00489,462487295609.0
3186,3.365,40.69,258.191,0.005592,498885784912.0
3187,10.455,-32.847,220.482,0.003827,794198586701.0
3188,10.283,-30.845,166.214,0.005571,822325171071.0
3189,11.716,76.162,80.277,0.005194,1164904443169.0
3190,4.206,64.333,85.519,0.002168,1465008328807.0
3191,14.178,44.388,127.21,0.004522,808391100062.0
3192,12.243,-55.838,303.555,0.005835,874119990613.0
3193,8.76,-27.705,241.603,0.003853,546446581105.0
3194,12.858,-69.333,178.276,0.004105,1358909542077.0
3195,10.994,53.493,227.472,0.003855,656758242553.0
3196,8.085,12.832,127.311,0.0053,1069479653586.0
3197,5.388,33.09,143.691,0.00458,1039835804871.0
3198,2.314,26.904,148.91,0.002906,792469679667.0
3199,7.836,41.754,251.872,0.004153,1434098246212.0
3200,7.202,-55.294,236.702,0.002431,185633076299.0
3201,10.673,43.026,298.625,0.005349,1071152769155.0
3202,1.094,53.589,132.345,0.004278,1422394964356.0
3203,12.234,84.819,195.571,0.005113,1026438955421.0
3204,1.612,-30.839,205.553,0.00475,376151280083.0
3205,10.973,-53.019,139.225,0.002082,1080103656164.0
3206,3.767,6.855,262.642,0.00462,625688562857.0
3207,9.873,19.567,85.982,0.004826,247711727333.0
3208,2.014,73.628,203.47,0.002386,1088414350492.0
3209,7.134,-57.046,262.462,0.004006,1130118486640.0
3210,2.459,21.418,276.022,0.002656,1265897524873.0
3211,12.306,-27.332,201.437,0.005298,968107217073.0
3212,14.119,86.067,144.32,0.005705,55132593558.0
3213,5.996,80.576,174.06,0.003567,1173918334873.0
3214,9.067,-47.096,86.97,0.00425,491535596562.0
3215,7.934,-42.461,131.397,0.004113,957020908612.0
3216,9.486,73.953,146.705,0.005974,733096312910.0
3217,6.609,75.613,71.831,0.005023,530539265620.0
3218,13.295,40.662,232.663,0.005681,1282775877540.0
3219,4.527,69.675,221.826,0.005639,1063631733451.0
3220,2.959,-65.884,212.361,0.00386,571278437854.0
3221,0.746,70.101,301.367,0.004345,307481835878.0
3222,14.269,60.292,137.569,0.00466,478384915442.0
3223,11.473,-30.422,182.335,0.002429,1444355798344.0
3224,5.889,-6.632,72.624,0.003854,152581885995.0
3225,0.336,80.753,205.76,0.004868,969878890597.0
3226,12.031,41.016,148.87,0.005795,1204606767694.0
3227,6.226,53.605,256.127,0.003627,38633779409.0
3228,13.259,48.512,217.153,0.00233,46159191081.0
3229,4.366,70.889,131.484,0.003526,62102629459.0
3230,1.1,69.456,275.336,0.005759,736579995774.0
3231,4.563,38.921,70.2,0.003685,215658706259.0
3232,10.75,50.545,150.938,0.002316,892485108638.0
3233,12.709,54.284,160.134,0.005758,1396581928734.0
3234,8.043,7.503,262.843,0.005579,222219235582.0
3235,0.619,71.436,147.016,0.003547,683536560650.0
3236,4.088,28.719,270.077,0.003327,464336478587.0
3237,7.559,26.936,142.988,0.004155,812370801865.0
3238,0.464,44.766,250.291,0.004551,442767083323.0
3239,1.366,75.105,288.296,0.002161,779707762073.0
3240,10.266,-48.293,82.792,0.005343,1530497512157.0
3241,3.003,77.84,188.986,0.002009,318545148048.0
3242,12.475,-14.512,289.427,0.003244,429934686461.0
3243,6.666,85.824,231.708,0.003842,1562451708537.0
3244,7.776,7.4,71.579,0.003117,281939611207.0
3245,13.306,60.621,265.049,0.004251,810524578205.0
3246,6.201,12.677,73.101,0.005725,1322307262337.0
3247,8.674,68.04,239.928,0.003561,161443717902.0
3248,6.084,13.742,274.99,0.004818,55987028123.0
3249,12.802,-10.779,142.553,0.005241,844487983941.0
3250,4.359,27.412,218.981,0.003213,1514193720798.0
3251,2.77,-45.155,249.81,0.004991,550470746439.0
3252,8.497,80.567,111.358,0.002146,1453457399550.0
3253,4.03,13.236,259.97,0.003148,338654671556.0
3254,11.85,0.089,101.196,0.005824,834610461312.0
3255,2.746,-62.33,184.455,0.005407,215631395415.0
3256,11.673,70.956,146.097,0.005121,1514158832389.0
3257,7.565,87.772,132.333,0.005972,1388876249052.0
3258,6.399,29.947,196.605,0.003507,398036509791.0
3259,3.459,72.082,165.841,0.003253,449859492279.0
3260,5.162,64.825,144.33,0.002462,100665418799.0
3261,4.524,75.458,241.415,0.005528,1323835074081.0
3262,1.528,89.485,288.548,0.003491,1357469399115.0
3263,12.338,9.877,288.047,0.002318,1259376386511.0
3264,9.372,13.564,269.513,0.004229,497698412181.0
3265,5.892,84.231,242.956,0.005075,198806935410.0
3266,2.366,-6.408,109.282,0.005395,1500837977598.0
3267,8.971,-2.642,87.086,0.004264,424720053519.0
3268,7.416,79.008,228.79,0.005516,498203240671.0
3269,11.431,20.349,122.789,0.002893,994619320339.0
3270,8.355,-29.437,235.038,0.004004,67718245157.0
3271,13.727,10.663,230.161,0.00276,38005473137.0
3272,7.014,-23.783,80.199,0.003439,1368697402571.0
3273,6.672,-7.856,90.134,0.005669,60584771086.0
3274,12.658,15.152,104.712,0.005706,566266540559.0
3275,14.29,10.83,251.197,0.005493,1535944223402.0
3276,11.219,-15.964,237.939,0.002615,1402729248105.0
3277,9.997,72.851,105.476,0.003865,832249051031.0
3278,4.743,60.167,79.686,0.002578,1096778804079.0
3279,12.046,-16.919,81.406,0.003799,10547040648.0
3280,4.946,-0.308,198.581,0.002568,699040351832.0
3281,11.116,-47.813,102.459,0.00257,230223762666.0
3282,0.2,-11.167,217.052,0.005813,293986851210.0
3283,7.544,-59.952,73.054,0.005272,953859652878.0
3284,4.986,72.093,143.154,0.004867,364013751447.0
3285,12.809,8.931,296.257,0.00269,38437264075.0
3286,7.787,53.33,75.284,0.00563,167458366557.0
3287,10.744,-8.096,128.514,0.005495,928841236791.0
3288,6.453,-57.568,128.012,0.005785,753572553143.0
3289,9.745,73.825,129.157,0.004757,406308570541.0
3290,6.91,47.738,119.09,0.005287,980057787506.0
3291,7.725,81.571,104.036,0.004577,1129358593847.0
3292,4.405,-57.152,249.299,0.003383,964647238576.0
3293,13.396,78.844,205.164,0.00393,1282275744244.0
3294,7.941,71.253,143.972,0.002417,1127547188170.0
3295,8.274,4.908,282.576,0.005834,970272432257.0
3296,13.834,-66.065,277.437,0.004672,1165682910970.0
3297,14.091,-23.322,242.996,0.003075,632181766666.0
3298,5.767,14.914,217.108,0.002469,110175857884.0
3299,2.567,78.87,138.854,0.004383,1064828368865.0
3300,4.498,28.286,196.203,0.003726,514114671792.0
3301,8.199,86.397,199.332,0.002029,318889600687.0
3302,11.705,-69.156,202.503,0.004331,1344946180822.0
3303,4.413,-56.429,121.384,0.004953,862903625865.0
3304,5.927,-0.565,164.671,0.002359,733712526205.0
3305,6.0,-24.377,86.095,0.004592,59644086663.0
3306,9.796,33.932,146.63,0.004836,1321113549347.0
3307,8.623,31.061,230.584,0.002112,251252911985.0
3308,2.136,-45.192,106.186,0.005565,814030993295.0
3309,0.613,-27.855,232.192,0.002648,469030443240.0
3310,6.666,-14.454,108.989,0.00508,1425810173658.0
3311,12.277,-52.835,304.875,0.00578,644891325249.0
3312,10.632,82.253,140.774,0.005158,947376673504.0
3313,9.182,12.75,267.248,0.004546,614557800239.0
3314,0.691,87.316,228.035,0.003251,1270818127605.0
3315,12.633,26.63,235.668,0.002484,1012843344113.0
3316,9.495,28.406,91.865,0.004808,1025916853049.0
3317,4.986,-63.554,215.284,0.004956,376833663372.0
3318,3.464,-66.104,280.428,0.005609,869633730755.0
3319,1.388,89.848,295.779,0.005729,694380570558.0
3320,12.915,24.257,138.068,0.00387,363229414049.0
3321,12.443,55.306,149.685,0.002917,1178852237898.0
3322,5.185,-66.731,196.278,0.004981,449089326121.0
3323,10.313,70.456,74.497,0.005074,478492568154.0
3324,6.274,-32.251,160.399,0.003936,1202673007097.0
3325,0.336,25.704,226.742,0.005078,1211592690272.0
3326,6.751,15.745,138.355,0.005121,712277923987.0
3327,1.429,-54.44,138.121,0.004192,625309510856.0
3328,10.877,62.033,149.217,0.004413,1079832949972.0
3329,8.918,-14.987,215.172,0.004769,621676505154.0
3330,4.879,53.449,220.495,0.005998,59155704336.0
3331,9.859,-64.409,279.211,0.005208,299186754400.0
3332,13.116,-34.313,304.612,0.004821,1106318815987.0
3333,3.592,27.954,206.864,0.003217,433905174665.0
3334,4.775,-27.1,155.516,0.005223,890895241910.0
3335,12.45,32.929,184.512,0.004835,109420046497.0
3336,4.917,21.997,165.375,0.002405,1062952882871.0
3337,11.426,53.042,148.548,0.004147,982086032777.0
3338,8.02,30.742,295.681,0.004469,558716562617.0
3339,2.406,-67.999,167.499,0.003677,349547506577.0
3340,6.14,-55.301,283.269,0.003444,1536773776046.0
3341,13.019,-54.346,178.01,0.002469,5617237216.0
3342,0.698,-12.908,174.979,0.002913,172545996711.0
3343,13.312,-35.816,300.439,0.005904,1368801390357.0
3344,3.559,-54.128,250.098,0.002552,637096256526.0
3345,10.302,45.818,202.585,0.003239,917886607924.0
3346,11.178,77.875,161.754,0.004973,1390933907212.0
3347,3.772,-58.416,149.007,0.004182,522299589932.0
3348,9.651,-3.513,137.933,0.002151,1559646466161.0
3349,11.248,-72.196,223.53,0.003461,916334622897.0
3350,5.457,-28.807,155.959,0.003517,1336636327515.0
3351,0.442,-54.469,196.391,0.005276,508391177290.0
3352,4.32,-16.379,169.282,0.002928,934245553458.0
3353,2.213,-31.32,206.043,0.004158,81708523377.0
3354,2.538,-58.634,131.123,0.004771,1493477462975.0
3355,9.341,-32.761,122.627,0.003593,556543702359.0
3356,4.773,-35.176,216.032,0.005659,1392744552990.0
3357,8.519,32.056,147.094,0.005225,759746493547.0
3358,13.026,-45.047,237.812,0.005903,1191980135862.0
3359,8.739,-25.916,255.281,0.003308,787661130827.0
3360,1.32,-35.09,75.538,0.003346,1427870298163.0
3361,2.442,72.839,253.502,0.00352,568109191610.0
3362,1.773,-61.43,106.532,0.0031,208462572240.0
3363,7.95,-27.994,208.262,0.005388,1359270865952.0
3364,3.417,-36.446,182.291,0.005972,1002569791399.0
3365,1.109,65.907,132.029,0.005419,1027209016162.0
3366,11.705,74.801,212.009,0.005346,230177565991.0
3367,2.372,48.476,160.273,0.005601,76251427752.0
3368,3.088,-43.531,103.995,0.004307,1016689679363.0
3369,1.603,-11.238,219.536,0.003896,616280812197.0
3370,0.85,16.613,104.021,0.005716,72434831325.0
3371,1.721,61.549,90.232,0.005541,1251872037970.0
3372,12.569,71.944,102.374,0.00506,399345603863.0
3373,12.77,39.367,125.043,0.002244,806043174501.0
3374,1.799,-23.099,227.853,0.004744,192938798975.0
3375,5.939,-10.02,271.476,0.004233,1101051510701.0
3376,5.793,20.117,113.498,0.002535,607481872933.0
3377,5.915,53.677,243.791,0.003884,47725264939.0
3378,9.992,-25.605,177.456,0.003548,222324802562.0
3379,6.601,27.88,133.71,0.002563,628637704435.0
3380,5.768,-32.601,277.531,0.003216,1027650953085.0
3381,4.901,-63.249,231.044,0.005864,1520295008200.0
3382,0.418,15.015,215.22,0.003048,324276611022.0
3383,11.443,-44.278,150.531,0.002885,300241670329.0
3384,5.164,-64.265,128.329,0.004133,233984952223.0
3385,1.606,10.12,232.062,0.004903,1042501156387.0
3386,3.109,13.221,274.949,0.004407,1345784723595.0
3387,8.858,25.577,291.718,0.002509,83034180622.0
3388,6.399,8.412,73.794,0.003769,37468880363.0
3389,10.509,-42.015,161.087,0.002023,72038562197.0
3390,13.092,29.0,222.156,0.003637,1239264420085.0
3391,6.651,45.397,76.468,0.004671,1502187447368.0
3392,3.964,-65.41,153.347,0.004829,1485969000622.0
3393,6.852,-32.39,243.652,0.002347,1545931959014.0
3394,0.863,31.163,99.819,0.004205,54445379355.0
3395,11.177,-21.978,189.505,0.00379,24439613067.0
3396,13.456,-51.43,106.367,0.00391,528204323113.0
3397,6.199,-27.791,288.797,0.002452,20484704778.0
3398,6.595,-42.721,237.055,0.004463,1220113700173.0
3399,4.518,-47.768,225.542,0.004145,182924370548.0
3400,12.748,67.467,277.084,0.004911,1341051794375.0
3401,2.627,16.761,94.426,0.004951,1125684299922.0
3402,9.962,3.711,258.565,0.004062,628099211451.0
3403,13.727,74.591,197.106,0.004044,1223525159536.0
3404,1.694,29.246,185.746,0.002917,1508276436429.0
3405,3.636,3.602,275.272,0.004753,745314864678.0
3406,9.715,-14.234,280.928,0.002467,1432248203054.0
3407,6.553,73.728,191.916,0.004505,984892087798.0
3408,11.018,54.639,237.779,0.005099,42267013786.0
3409,6.623,-61.671,125.675,0.004726,842982694089.0
3410,14.284,-15.061,134.595,0.005991,697566914556.0
3411,3.269,-45.115,210.215,0.005479,125645962291.0
3412,6.209,-59.286,230.34,0.002697,1226275633082.0
3413,10.43,56.988,249.295,0.004319,1050349674051.0
3414,0.357,23.02,267.685,0.004753,426902682284.0
3415,8.873,-3.12,82.718,0.00538,1018577112571.0
3416,6.177,71.104,218.562,0.00357,847981513019.0
3417,12.899,-11.776,215.565,0.004768,885261494644.0
3418,8.631,-33.906,77.435,0.005955,607726725091.0
3419,5.96,46.832,151.307,0.003216,532449392586.0
3420,3.629,79.978,246.244,0.004317,1478006752176.0
3421,1.547,10.488,75.368,0.004909,1378236840852.0
3422,6.108,10.3,261.461,0.002599,638427291179.0
3423,9.923,-49.952,73.112,0.004014,145501153632.0
3424,3.73,60.701,163.472,0.004867,634321131997.0
3425,2.94,74.938,176.256,0.004907,1466613522783.0
3426,6.055,-31.134,293.274,0.004975,759005404675.0
3427,5.369,41.601,198.546,0.004588,549209958766.0
3428,0.671,53.721,218.772,0.003996,561936699344.0
3429,8.12,61.705,168.357,0.002922,1396111889457.0
3430,1.174,-55.545,240.423,0.002692,1079461041372.0
3431,0.917,60.821,269.21,0.003486,139636734290.0
3432,4.432,-17.305,247.375,0.003895,1144660807871.0
3433,7.496,26.639,172.303,0.003294,974561599177.0
3434,6.081,61.825,99.288,0.004961,129153119839.0
3435,13.093,3.931,117.095,0.005462,929339220037.0
3436,14.16,87.869,215.104,0.004163,1303101499663.0
3437,5.353,-24.051,295.619,0.003422,396908785550.0
3438,7.778,-36.842,162.993,0.005327,1355201263732.0
3439,10.261,60.06,195.966,0.004269,1011238168775.0
3440,1.493,71.063,297.443,0.003229,1381958583482.0
3441,13.409,-37.368,218.439,0.004515,604278773633.0
3442,9.462,16.771,191.488,0.002111,15740749694.0
3443,3.898,-21.266,303.345,0.003381,917628452458.0
3444,5.784,-65.464,216.225,0.005555,1037681628801.0
3445,1.895,85.246,296.742,0.002098,1109719461974.0
3446,13.062,56.357,184.034,0.005538,1022445355328.0
3447,4.973,16.861,76.389,0.005107,1077078040904.0
3448,5.846,-47.806,151.071,0.003279,188528154052.0
